TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20230101230712,80,1,43,-1,0,2,-1,0,0,0,-1
20230101230827,78,3,26,-1,1,3,3,0,0,0,-1
20230101230865,85,4,33,3,0,4,-1,60,0,0,0
20230101230894,80,4,34,10,0,2,-1,0,0,0,0
20230101231039,67,4,33,2,0,6,-1,0,0,0,0
20230101231039,67,4,34,2,0,7,-1,0,0,0,0
20230101231039,65,4,39,1,0,8,-1,0,0,0,0
20230101231039,71,4,40,3,0,9,-1,0,0,0,0
20230101231150,85,2,33,-1,0,3,-1,60,0,0,-1
20230101231154,85,4,33,3,0,3,-1,60,0,0,0
20230101231156,85,4,33,2,0,3,-1,60,0,0,0
20230101231235,79,2,44,-1,0,2,-1,0,0,0,-1
20230101231387,59,4,22,59,1,3,3,0,0,0,0
20230101231521,72,4,43,10,0,3,-1,0,0,0,0
20230101231552,85,1,24,-1,1,2,2,0,0,0,-1
20230101231553,55,4,20,21,1,2,2,0,0,0,0
20230101231567,80,4,20,2,1,2,2,0,0,0,0
20230101231688,80,1,44,-1,0,3,-1,0,0,0,-1
20230101231688,73,1,43,-1,0,4,-1,0,0,0,-1
20230101231710,85,4,38,3,0,2,-1,60,0,0,0
20230101231717,85,1,33,-1,0,4,-1,60,0,0,-1
20230101231739,72,4,33,5,0,7,-1,0,0,0,0
20230101231739,75,4,34,5,0,8,-1,0,0,0,0
20230101231742,78,2,34,-1,0,4,-1,0,0,0,-1
20230101231895,85,4,33,6,0,3,-1,60,0,0,0
20230101231895,85,4,56,6,0,4,-1,60,0,0,0
20230101231964,80,2,56,-1,0,6,-1,60,0,0,-1
20230101231996,79,4,33,7,0,2,-1,0,0,0,0
20230101232031,77,3,40,-1,0,3,-1,0,0,0,-1
20230101232046,85,1,49,-1,0,3,-1,60,0,0,-1
20230101232072,85,4,24,2,1,3,3,0,0,0,0
20230101232321,69,1,43,-1,0,3,-1,0,0,0,-1
20230101232321,70,4,44,7,0,4,-1,0,0,0,0
20230101232321,70,4,44,7,0,5,-1,0,0,0,0
20230101232321,70,4,44,7,0,6,-1,0,0,0,0
20230101232321,70,4,44,7,0,7,-1,0,0,0,0
20230101232326,77,4,20,5,1,2,2,0,0,0,0
20230101232339,77,1,20,-1,1,2,2,0,0,0,-1
20230101232397,80,3,34,-1,0,3,-1,60,0,0,-1
20230101232469,80,3,34,-1,0,2,-1,60,0,0,-1
20230101232507,69,4,20,7,1,2,2,0,0,0,0
20230101232558,80,4,44,3,0,4,-1,60,0,0,0
20230101232562,40,4,22,40,1,3,3,0,0,0,0
20230110221705,65,4,24,15,1,2,2,0,0,0,0
20230111220001,53,4,24,5,1,2,2,0,0,0,0
20230111220571,85,3,43,-1,0,2,-1,60,0,0,-1
20230111220595,71,4,24,5,1,3,3,0,0,0,0
20230111220598,44,2,20,-1,1,2,2,0,0,0,-1
20230111220626,77,4,33,2,0,4,-1,0,0,0,0
20230111220626,78,3,34,-1,0,5,-1,0,0,0,-1
20230111220643,71,4,39,4,0,4,-1,0,0,0,0
20230111220657,74,3,47,-1,0,5,-1,0,0,0,-1
20230111220671,76,2,25,-1,1,3,3,0,0,0,-1
20230111220671,69,1,25,-1,1,4,4,0,0,0,-1
20230111220761,58,4,24,1,1,2,2,0,0,0,0
20230111220784,79,3,33,-1,0,3,-1,0,0,0,-1
20230111220784,80,4,34,2,0,4,-1,60,0,0,0
20230111220826,75,4,33,5,0,2,-1,0,0,0,0
20230111220877,80,4,34,3,0,3,-1,60,0,0,0
20230111220881,79,4,47,2,0,4,-1,0,0,0,0
20230111220903,85,4,39,3,0,4,-1,60,0,0,0
20230111220931,59,4,43,8,0,3,-1,0,0,0,0
20230111221034,80,4,26,7,1,2,2,0,0,0,0
20230111221123,61,1,33,-1,0,5,-1,0,0,0,-1
20230111221123,75,1,47,-1,0,6,-1,0,0,0,-1
20230111221123,80,4,48,3,0,7,-1,0,0,0,0
20230111221200,78,1,33,-1,0,5,-1,0,0,0,-1
20230111221229,74,3,34,-1,0,5,-1,0,0,0,-1
20230111221373,85,4,44,4,0,5,-1,0,0,0,0
20230111221382,85,4,39,5,0,3,-1,60,0,0,0
20230111221393,78,4,33,2,0,3,-1,0,0,0,0
20230111221515,57,4,49,1,0,2,-1,0,0,0,0
20230111221611,85,4,34,2,0,2,-1,60,0,0,0
20230111221621,85,4,39,2,0,3,-1,60,0,0,0
20230111221621,85,4,40,2,0,4,-1,60,0,0,0
20230111221744,75,4,34,3,0,4,-1,0,0,0,0
20230111221754,60,4,33,9,0,2,-1,0,0,0,0
20230111221754,69,4,34,9,0,3,-1,0,0,0,0
20230111221786,85,4,33,5,0,3,-1,60,0,0,0
20230111221855,62,1,24,-1,1,2,2,0,0,0,-1
20230111222080,77,4,39,5,0,5,-1,0,0,0,0
20230111222159,85,4,33,2,0,2,-1,60,0,0,0
20230111222188,80,4,47,10,0,5,-1,60,0,0,0
20230111222201,85,4,49,4,0,3,-1,60,0,0,0
20230111222224,64,1,20,-1,1,2,2,0,0,0,-1
20230111222263,80,2,44,-1,0,3,-1,60,0,0,-1
20230111222263,85,2,44,-1,0,4,-1,0,0,0,-1
20230111222426,79,4,25,20,1,2,2,0,0,0,0
20230111222468,48,4,24,3,1,2,2,0,0,0,0
20230111222545,65,2,47,-1,0,6,-1,0,0,0,-1
20230111222584,85,4,33,10,0,5,-1,60,0,0,0
20230111222590,80,4,20,2,1,2,2,0,0,0,0
20230112220003,85,4,33,5,0,2,-1,0,0,0,0
20230112220003,85,4,34,5,0,3,-1,60,0,0,0
20230112220005,85,3,47,-1,0,3,-1,61,0,0,-1
20230112220005,85,3,47,-1,0,4,-1,61,0,0,-1
20230112220041,76,4,33,20,0,2,-1,0,0,0,0
20230112220041,80,3,41,-1,0,3,-1,0,0,0,-1
20230112220517,80,4,47,3,0,4,-1,60,0,0,0
20230112220545,21,4,49,3,0,4,-1,0,0,0,0
20230112220565,78,1,33,-1,0,4,-1,0,0,0,-1
20230112220565,78,1,56,-1,0,5,-1,0,0,0,-1
20230112220583,80,4,39,2,0,3,-1,60,0,0,0
20230112220637,70,4,20,2,1,2,2,0,0,0,0
20230112220666,64,1,33,-1,0,6,-1,0,0,0,-1
20230112220685,85,4,33,10,0,3,-1,60,0,0,0
20230112220690,75,4,33,2,0,3,-1,0,0,0,0
20230112220716,85,4,47,5,0,6,-1,60,0,0,0
20230112220740,80,4,33,2,0,3,-1,60,0,0,0
20230112220740,80,4,39,4,0,4,-1,60,0,0,0
20230112220740,80,4,40,6,0,5,-1,60,0,0,0
20230112220745,85,1,39,-1,0,2,-1,60,0,0,-1
20230112220754,85,3,33,-1,0,4,-1,0,0,0,-1
20230112220800,73,2,43,-1,0,3,-1,0,0,0,-1
20230112220800,68,1,43,-1,0,4,-1,0,0,0,-1
20230112220800,70,1,43,-1,0,5,-1,0,0,0,-1
20230112220905,78,2,40,-1,0,5,-1,0,0,0,-1
20230112220905,76,2,39,-1,0,6,-1,0,0,0,-1
20230112220905,76,1,34,-1,0,7,-1,0,0,0,-1
20230112220914,80,4,56,5,0,3,-1,60,0,0,0
20230112220924,75,4,40,2,0,6,-1,0,0,0,0
20230112220924,64,4,39,2,0,7,-1,0,0,0,0
20230112220927,75,2,34,-1,0,4,-1,0,0,0,-1
20230112220937,80,4,44,3,0,2,-1,60,0,0,0
20230112220968,85,4,33,10,0,3,-1,60,0,0,0
20230112220968,85,4,34,10,0,4,-1,60,0,0,0
20230112221005,77,2,20,-1,1,2,2,0,0,0,-1
20230112221007,80,4,20,2,1,2,2,0,0,0,0
20230112221008,85,4,33,4,0,6,-1,60,0,0,0
20230112221019,85,4,33,2,0,3,-1,60,0,0,0
20230112221051,60,4,28,12,1,2,2,0,0,0,0
20230112221072,69,4,24,9,1,2,2,0,0,0,0
20230112221082,85,4,44,2,0,2,-1,60,0,0,0
20230112221082,75,1,43,-1,0,3,-1,0,0,0,-1
20230112221106,42,4,22,40,1,3,3,0,0,0,0
20230112221146,85,4,40,3,0,5,-1,60,0,0,0
20230112221151,68,4,20,2,1,2,2,0,0,0,0
20230112221153,71,3,33,-1,0,2,-1,0,0,0,-1
20230112221154,75,3,39,-1,0,6,-1,0,0,0,-1
20230112221154,75,1,40,-1,0,7,-1,0,0,0,-1
20230112221166,85,4,40,2,0,5,-1,60,0,0,0
20230112221181,62,4,20,7,1,2,2,0,0,0,0
20230112221195,80,4,34,2,0,2,-1,60,0,0,0
20230112221199,72,4,44,8,0,3,-1,0,0,0,0
20230112221209,80,2,40,-1,0,4,-1,60,0,0,-1
20230112221246,57,4,33,7,0,2,-1,0,0,0,0
20230112221248,80,4,56,12,0,3,-1,60,0,0,0
20230112221248,80,4,56,15,0,4,-1,0,0,0,0
20230112221254,76,4,20,7,1,2,2,0,0,0,0
20230112221261,80,4,39,3,0,4,-1,60,0,0,0
20230112221269,79,4,34,3,0,6,-1,0,0,0,0
20230112221305,85,1,38,-1,0,2,-1,0,0,0,-1
20230112221333,68,1,43,-1,0,2,-1,0,0,0,-1
20230112221337,78,2,39,-1,0,5,-1,0,0,0,-1
20230112221337,80,4,33,5,0,6,-1,60,0,0,0
20230112221337,85,4,34,5,0,7,-1,60,0,0,0
20230112221347,85,1,44,-1,0,2,-1,61,42,0,-1
20230112221370,72,4,33,3,0,4,-1,0,0,0,0
20230112221380,64,2,56,-1,0,2,-1,0,0,0,-1
20230112221504,85,4,34,3,0,3,-1,60,0,0,0
20230112221505,78,4,33,3,0,3,-1,0,0,0,0
20230112221508,79,2,56,-1,0,5,-1,0,0,0,-1
20230112221607,68,4,43,25,0,2,-1,0,0,0,0
20230112221620,76,4,20,11,1,2,2,0,0,0,0
20230112221644,78,4,33,2,0,2,-1,0,0,0,0
20230112221668,60,1,44,-1,0,2,-1,0,0,0,-1
20230112221668,65,1,44,-1,0,3,-1,0,0,0,-1
20230112221680,74,1,20,-1,1,2,2,0,0,0,-1
20230112221754,76,4,48,5,0,6,-1,0,0,0,0
20230112221765,75,4,33,2,0,5,-1,0,0,0,0
20230112221765,76,2,34,-1,0,6,-1,0,0,0,-1
20230112221765,47,4,38,5,0,7,-1,0,0,0,0
20230112221826,73,3,33,-1,0,2,-1,0,0,0,-1
20230112221826,77,3,34,-1,0,3,-1,0,0,0,-1
20230112221830,85,4,33,6,0,2,-1,60,0,0,0
20230112221872,80,3,43,-1,0,3,-1,0,0,0,-1
20230112221883,77,4,43,5,0,6,-1,0,0,0,0
20230112221890,85,4,44,7,0,2,-1,60,0,0,0
20230112221895,65,4,44,4,0,3,-1,0,0,0,0
20230112221929,68,3,47,-1,0,2,-1,0,0,0,-1
20230112221946,78,1,38,-1,0,3,-1,0,0,0,-1
20230112222014,79,4,39,2,0,4,-1,0,0,0,0
20230112222014,85,4,34,2,0,5,-1,0,0,0,0
20230112222105,85,2,39,-1,0,3,-1,60,0,0,-1
20230112222131,65,4,20,4,1,2,2,0,0,0,0
20230112222135,76,1,24,-1,1,3,3,0,0,0,-1
20230112222139,78,4,21,5,1,2,2,0,0,0,0
20230112222139,72,1,26,-1,1,3,3,0,0,0,-1
20230112222156,85,4,43,10,0,3,-1,60,0,0,0
20230112222167,80,2,39,-1,0,3,-1,60,0,0,-1
20230112222167,80,3,40,-1,0,4,-1,60,0,0,-1
20230112222173,80,4,33,5,0,3,-1,60,0,0,0
20230112222208,80,1,33,-1,0,2,-1,60,0,0,-1
20230112222303,85,4,43,2,0,3,-1,60,0,0,0
20230112222312,75,4,44,4,0,3,-1,0,0,0,0
20230112222316,75,1,33,-1,0,4,-1,0,0,0,-1
20230112222327,80,4,33,5,0,3,-1,60,0,0,0
20230112222342,58,4,44,4,0,6,-1,0,0,0,0
20230112222356,80,4,24,2,1,2,2,60,0,0,0
20230112222381,80,4,44,2,0,3,-1,60,0,0,0
20230112222416,77,1,33,-1,0,3,-1,0,0,0,-1
20230112222416,78,1,34,-1,0,4,-1,0,0,0,-1
20230112222447,65,4,24,4,1,3,3,0,0,0,0
20230112222465,73,3,47,-1,0,3,-1,0,0,0,-1
20230112222474,67,4,37,12,0,2,-1,0,0,0,0
20230112222480,85,4,24,17,1,2,2,60,0,0,0
20230112222515,74,2,20,-1,1,2,2,0,0,0,-1
20230112222563,74,1,43,-1,0,3,-1,0,0,0,-1
20230201230044,62,1,49,-1,0,3,-1,0,0,0,-1
20230201230082,76,4,20,2,1,2,2,0,0,0,0
20230201230538,74,3,33,-1,0,3,-1,0,0,0,-1
20230201230538,76,3,34,-1,0,4,-1,0,0,0,-1
20230201230555,79,1,42,-1,0,5,-1,0,0,0,-1
20230201230571,65,4,20,5,1,2,2,0,0,0,0
20230201230668,67,1,43,-1,0,3,-1,0,0,0,-1
20230201230668,80,1,43,-1,0,4,-1,60,0,0,-1
20230201230700,67,4,24,2,1,2,2,0,0,0,42
20230201230700,68,4,24,2,1,3,3,0,0,0,42
20230201230743,68,1,43,-1,0,2,-1,0,0,0,-1
20230201230790,69,4,24,5,1,2,2,0,0,0,0
20230201230848,85,4,33,8,0,2,-1,60,0,0,0
20230201230848,85,4,34,8,0,3,-1,60,0,0,0
20230201230852,85,1,33,-1,0,3,-1,60,0,0,-1
20230201230852,85,1,34,-1,0,4,-1,60,0,0,-1
20230201230863,70,4,33,2,0,6,-1,0,0,0,0
20230201230873,71,1,33,-1,0,6,-1,0,0,0,-1
20230201230873,75,1,44,-1,0,7,-1,0,0,0,-1
20230201230887,80,1,33,-1,0,2,-1,60,0,0,-1
20230201230899,85,3,47,-1,0,5,-1,60,0,0,-1
20230201230917,72,4,43,10,0,2,-1,0,0,0,0
20230201230917,80,4,33,5,0,3,-1,0,0,0,0
20230201230920,85,4,24,6,1,2,2,60,0,0,0
20230201230928,80,2,20,-1,1,2,2,0,0,0,-1
20230201230945,85,4,33,5,0,3,-1,60,0,0,0
20230201230968,85,3,33,-1,0,4,-1,60,0,0,-1
20230201231014,80,4,24,2,1,5,5,0,0,0,0
20230201231031,85,4,20,10,1,2,2,0,0,0,0
20230201231036,74,4,33,25,0,2,-1,0,0,0,0
20230201231055,85,4,42,5,0,3,-1,60,0,0,0
20230201231093,85,4,33,2,0,3,-1,0,0,0,0
20230201231093,85,4,34,2,0,4,-1,60,0,0,0
20230201231095,80,4,33,3,0,5,-1,60,0,0,0
20230201231095,80,4,34,3,0,6,-1,60,0,0,0
20230201231102,80,1,34,-1,0,3,-1,60,0,0,-1
20230201231171,80,1,34,-1,0,5,-1,60,0,0,-1
20230201231200,80,4,33,3,0,3,-1,60,0,0,0
20230201231211,72,4,33,5,0,5,-1,0,0,0,0
20230201231211,73,4,34,4,0,6,-1,0,0,0,0
20230201231218,80,4,33,4,0,3,-1,60,0,0,0
20230201231231,63,2,47,-1,0,3,-1,0,0,0,-1
20230201231248,68,4,38,10,0,2,-1,0,0,0,0
20230201231287,85,1,47,-1,0,6,-1,60,0,0,-1
20230201231301,74,1,49,-1,0,3,-1,0,0,0,-1
20230201231304,76,4,38,16,0,2,-1,0,0,0,0
20230201231327,71,3,20,-1,1,2,2,0,0,0,-1
20230201231351,80,4,20,2,1,2,2,0,0,0,0
20230201231363,85,3,20,-1,1,2,2,0,0,0,-1
20230201231428,85,4,34,5,0,3,-1,60,0,0,0
20230201231428,85,4,33,10,0,4,-1,60,0,0,0
20230201231495,80,3,33,-1,0,2,-1,60,0,0,-1
20230201231511,80,2,33,-1,0,3,-1,60,0,0,-1
20230201231511,80,2,34,-1,0,4,-1,60,0,0,-1
20230201231516,85,4,44,2,0,3,-1,60,0,0,0
20230201231526,85,4,40,9,0,6,-1,60,0,0,0
20230201231526,61,4,33,10,0,7,-1,0,0,0,0
20230201231544,59,4,20,5,1,2,2,0,0,0,0
20230201231574,85,3,44,-1,0,3,-1,60,0,0,-1
20230201231604,80,4,43,2,0,3,-1,60,0,0,0
20230201231604,36,4,43,3,0,4,-1,0,0,0,0
20230201231617,71,1,35,-1,0,2,-1,0,0,0,-1
20230201231659,68,2,56,-1,0,4,-1,0,0,0,-1
20230201231703,85,4,39,2,0,3,-1,60,0,0,0
20230201231729,73,4,41,5,0,8,-1,0,0,0,0
20230201231729,64,4,41,3,0,9,-1,0,0,0,0
20230201231729,72,4,24,6,1,2,2,0,0,0,0
20230201231749,68,1,22,-1,1,2,2,0,0,0,-1
20230201231784,85,2,33,-1,0,3,-1,60,0,0,-1
20230201231821,60,4,43,5,0,4,-1,0,0,0,0
20230201231821,64,4,43,1,0,5,-1,0,0,0,0
20230201231821,66,4,43,1,0,6,-1,0,0,0,0
20230201231821,70,4,43,2,0,7,-1,0,0,0,0
20230201231821,70,4,43,2,0,8,-1,0,0,0,0
20230201231841,85,4,33,20,0,3,-1,60,0,0,0
20230201231844,67,4,20,7,1,2,2,0,0,0,0
20230201231856,85,4,33,3,0,3,-1,60,0,0,0
20230201231867,85,4,24,4,1,2,2,0,0,0,0
20230201231884,65,4,56,2,0,3,-1,0,0,0,0
20230201231923,85,4,47,5,0,4,-1,60,0,0,0
20230201231999,85,4,41,10,0,4,-1,60,0,0,0
20230201232027,85,4,33,3,0,3,-1,60,0,0,0
20230201232034,85,4,39,3,0,3,-1,60,0,0,0
20230201232082,80,3,24,-1,1,2,2,60,0,0,-1
20230201232106,85,4,44,5,0,3,-1,60,0,0,0
20230201232119,73,1,33,-1,0,6,-1,0,0,0,-1
20230201232119,77,1,34,-1,0,7,-1,0,0,0,-1
20230201232144,85,4,33,15,0,3,-1,60,0,0,0
20230201232144,85,4,41,9,0,4,-1,60,0,0,0
20230201232144,85,4,39,18,0,5,-1,60,0,0,0
20230201232145,68,4,20,28,1,2,2,0,0,0,0
20230201232199,60,2,37,-1,0,2,-1,0,0,0,-1
20230201232209,80,4,43,5,0,2,-1,60,0,0,0
20230201232252,78,4,49,3,0,3,-1,0,0,0,0
20230201232276,73,2,26,-1,1,2,2,0,0,0,-1
20230201232299,79,4,20,4,1,2,2,0,0,0,0
20230201232309,55,4,20,6,1,2,2,0,0,0,0
20230201232320,85,2,47,-1,0,3,-1,0,0,0,-1
20230201232340,85,4,20,10,1,2,2,60,0,0,0
20230201232357,74,4,38,5,0,3,-1,0,0,0,0
20230201232411,79,1,56,-1,0,3,-1,0,0,0,-1
20230201232411,78,1,56,-1,0,4,-1,0,0,0,-1
20230201232486,85,2,33,-1,0,3,-1,60,0,0,-1
20230201232493,75,2,33,-1,0,3,-1,0,0,0,-1
20230201232572,54,4,38,17,0,3,-1,0,0,0,0
20230201232584,85,4,44,4,0,2,-1,60,0,0,0
20230201232584,80,4,44,4,0,3,-1,0,0,0,0
20230202230574,85,4,33,3,0,3,-1,60,0,0,0
20230202230581,85,4,33,4,0,2,-1,60,0,0,0
20230202230863,85,4,39,4,0,3,-1,60,0,0,0
20230202230882,76,4,20,7,1,2,2,0,0,0,0
20230202230960,85,4,39,4,0,4,-1,60,0,0,0
20230202231794,80,4,40,4,0,5,-1,60,0,0,0
20230202231794,80,1,44,-1,0,6,-1,0,0,0,-1
20230202232033,85,1,34,-1,0,3,-1,60,0,0,-1
20230202232075,74,4,39,20,0,6,-1,0,0,0,0
20230202232075,85,4,41,5,0,7,-1,60,0,0,0
20230202232378,73,4,44,2,0,3,-1,42,42,0,42
20230202232467,85,1,40,-1,0,3,-1,60,0,0,-1
20230211221503,64,1,26,-1,1,2,2,0,0,0,-1
20230211221503,80,1,26,-1,1,3,3,0,0,0,-1
20230211222324,85,4,34,7,0,3,-1,60,0,0,0
20230211222324,75,1,39,-1,0,4,-1,0,0,0,-1
20230212220823,76,4,34,2,0,3,-1,0,0,0,0
20230212220831,80,2,43,-1,0,3,-1,0,0,0,-1
20230212220862,85,2,24,-1,1,5,5,0,0,0,-1
20230212221272,70,4,44,1,0,4,-1,0,0,0,0
20230212221280,80,4,24,1,1,3,3,0,0,0,0
20230212221288,71,4,43,25,0,3,-1,0,0,0,0
20230212221300,85,4,33,3,0,2,-1,60,0,0,0
20230212221365,85,2,24,-1,1,2,2,60,0,0,-1
20230212221527,80,4,24,3,1,5,5,60,0,0,0
20230212221671,80,4,33,10,0,3,-1,60,0,0,0
20230212221689,85,1,48,-1,0,5,-1,60,0,0,-1
20230212221801,78,3,47,-1,0,3,-1,0,0,0,-1
20230212221801,78,2,48,-1,0,4,-1,0,0,0,-1
20230212222024,85,4,47,1,0,5,-1,60,0,0,0
20230212222091,80,4,33,5,0,3,-1,0,0,0,0
20230212222091,80,4,40,2,0,4,-1,60,0,0,0
20230212222291,85,4,47,3,0,7,-1,60,0,0,0
20230212222446,63,1,49,-1,0,2,-1,0,0,0,-1
20230212222446,78,4,49,6,0,3,-1,0,0,0,0
20230212222446,85,4,49,20,0,4,-1,60,0,0,0
20230212222446,73,4,49,5,0,5,-1,0,0,0,0
20230301230019,60,1,43,-1,0,2,-1,0,0,0,-1
20230301230099,75,4,47,4,0,6,-1,0,0,0,0
20230301230557,80,4,33,2,0,3,-1,60,0,0,0
20230301230564,85,4,33,11,0,3,-1,60,0,0,0
20230301230564,80,4,39,11,0,4,-1,60,0,0,0
20230301230656,85,4,33,2,0,3,-1,60,0,0,0
20230301230855,79,1,47,-1,0,3,-1,0,0,0,-1
20230301231123,85,2,43,-1,0,4,-1,61,42,0,-1
20230301231149,65,1,38,-1,0,3,-1,0,0,0,-1
20230301231260,61,1,42,-1,0,3,-1,0,0,0,-1
20230301231423,80,4,40,5,0,5,-1,60,0,0,0
20230301231432,80,4,33,8,0,3,-1,60,0,0,0
20230301231483,80,4,33,2,0,4,-1,60,0,0,0
20230301231483,85,4,34,3,0,5,-1,0,0,0,0
20230301231509,85,2,33,-1,0,5,-1,60,0,0,-1
20230301231719,79,4,24,5,1,2,2,0,0,0,0
20230301231765,70,3,47,-1,0,3,-1,0,0,0,-1
20230301232068,85,4,33,15,0,2,-1,60,0,0,0
20230301232099,85,4,33,2,0,2,-1,60,42,0,42
20230301232105,85,1,34,-1,0,3,-1,60,0,0,-1
20230301232115,66,4,49,2,0,3,-1,0,0,0,0
20230301232115,80,4,43,3,0,4,-1,0,0,0,0
